text,aspect,label,text_en
"La ville est belle et dynamique, mais la circulation est infernale.",trafic,negative,"Die Stadt ist wunderschön und dynamisch, aber der Verkehr ist höllisch."
"L’équipe est soudée et motivée, mais la communication interne est mauvaise.",cohésion,positive,"Das Team ist einig und motiviert, aber die interne Kommunikation ist schlecht."
"L’équipe est soudée et motivée, mais la communication interne est mauvaise.",communication,negative,"Das Team ist einig und motiviert, aber die interne Kommunikation ist schlecht."
"Le site est intuitif et agréable, mais il plante souvent.",ergonomie,positive,"Die Seite ist intuitiv und angenehm, stürzt jedoch häufig ab."
"Le site est intuitif et agréable, mais il plante souvent.",stabilité,negative,"Die Seite ist intuitiv und angenehm, stürzt jedoch häufig ab."
"Le film est émouvant et bien joué, mais le rythme est inégal.",jeu d’acteurs,positive,"Der Film ist bewegend und gut gespielt, aber das Tempo ist uneinheitlich."
"Le film est émouvant et bien joué, mais le rythme est inégal.",rythme,negative,"Der Film ist bewegend und gut gespielt, aber das Tempo ist uneinheitlich."
"La formation est complète et reconnue, mais trop académique.",contenu,positive,"Die Ausbildung ist vollständig und anerkannt, aber zu akademisch."
"La formation est complète et reconnue, mais trop académique.",pratique,negative,"Die Ausbildung ist vollständig und anerkannt, aber zu akademisch."
"Le service client est réactif et poli, mais peu efficace.",réactivité,positive,"Der Kundenservice ist reaktionsschnell und höflich, aber nicht sehr effizient."
"Le service client est réactif et poli, mais peu efficace.",efficacité,negative,"Der Kundenservice ist reaktionsschnell und höflich, aber nicht sehr effizient."
"L’hôtel est propre et bien placé, mais mal insonorisé.",propreté,positive,"Das Hotel ist sauber und gut gelegen, aber schlecht schallisoliert."
"L’hôtel est propre et bien placé, mais mal insonorisé.",insonorisation,negative,"Das Hotel ist sauber und gut gelegen, aber schlecht schallisoliert."
"Le logiciel est puissant et stable, mais très gourmand en ressources.",stabilité,positive,"Die Software ist leistungsstark und stabil, aber sehr ressourcenintensiv."
"Le logiciel est puissant et stable, mais très gourmand en ressources.",consommation,negative,"Die Software ist leistungsstark und stabil, aber sehr ressourcenintensiv."
"La soirée était conviviale et animée, mais trop bruyante.",ambiance,positive,"Der Abend war freundlich und lebhaft, aber zu laut."
"La soirée était conviviale et animée, mais trop bruyante.",bruit,negative,"Der Abend war freundlich und lebhaft, aber zu laut."
"Le cours en ligne est flexible et accessible, mais manque d’interactions.",flexibilité,positive,"Der Online-Kurs ist flexibel und zugänglich, es mangelt ihm jedoch an Interaktionen."
"Le cours en ligne est flexible et accessible, mais manque d’interactions.",interaction,negative,"Der Online-Kurs ist flexibel und zugänglich, es mangelt ihm jedoch an Interaktionen."
"Le produit est élégant et bien fini, mais peu ergonomique.",design,positive,"Das Produkt ist elegant und gut verarbeitet, aber nicht sehr ergonomisch."
"Le produit est élégant et bien fini, mais peu ergonomique.",ergonomie,negative,"Das Produkt ist elegant und gut verarbeitet, aber nicht sehr ergonomisch."
"Le quartier est calme et verdoyant, mais mal desservi.",environnement,positive,"Das Viertel ist ruhig und grün, aber schlecht erschlossen."
"Le quartier est calme et verdoyant, mais mal desservi.",transports,negative,"Das Viertel ist ruhig und grün, aber schlecht erschlossen."
"Le stage est formateur et stimulant, mais les objectifs sont flous.",apprentissage,positive,"Der Kurs ist lehrreich und anregend, aber die Ziele sind vage."
"Le stage est formateur et stimulant, mais les objectifs sont flous.",objectifs,negative,"Der Kurs ist lehrreich und anregend, aber die Ziele sind vage."
"Le jeu est immersif et beau, mais répétitif.",graphismes,positive,"Das Spiel ist fesselnd und schön, aber es wiederholt sich."
"Le jeu est immersif et beau, mais répétitif.",variété,negative,"Das Spiel ist fesselnd und schön, aber es wiederholt sich."
"Le café est savoureux et l’endroit cosy, mais les prix sont élevés.",qualité,positive,"Der Kaffee ist lecker und der Ort gemütlich, aber die Preise sind hoch."
"Le café est savoureux et l’endroit cosy, mais les prix sont élevés.",prix,negative,"Der Kaffee ist lecker und der Ort gemütlich, aber die Preise sind hoch."
"Le débat était riche et intéressant, mais mal modéré.",contenu,positive,"Die Debatte war reichhaltig und interessant, aber schlecht moderiert."
"Le débat était riche et intéressant, mais mal modéré.",modération,negative,"Die Debatte war reichhaltig und interessant, aber schlecht moderiert."
"La plateforme est complète et utile, mais lente.",fonctionnalités,positive,"Die Plattform ist vollständig und nützlich, aber langsam."
"La plateforme est complète et utile, mais lente.",performance,negative,"Die Plattform ist vollständig und nützlich, aber langsam."
"Le voyage était dépaysant et agréable, mais fatigant.",expérience,positive,"Die Reise war exotisch und angenehm, aber anstrengend."
"Le voyage était dépaysant et agréable, mais fatigant.",fatigue,negative,"Die Reise war exotisch und angenehm, aber anstrengend."
"Le livre est original et bien écrit, mais trop long.",style,positive,"Das Buch ist originell und gut geschrieben, aber zu lang."
"Le livre est original et bien écrit, mais trop long.",longueur,negative,"Das Buch ist originell und gut geschrieben, aber zu lang."
"Le service est rapide et fiable, mais impersonnel.",rapidité,positive,"Der Service ist schnell und zuverlässig, aber unpersönlich."
"Le service est rapide et fiable, mais impersonnel.",relation client,negative,"Der Service ist schnell und zuverlässig, aber unpersönlich."
"Le concert était intense et mémorable, mais le son saturait.",ambiance,positive,"Das Konzert war intensiv und einprägsam, aber der Klang war gesättigt."
"Le concert était intense et mémorable, mais le son saturait.",son,negative,"Das Konzert war intensiv und einprägsam, aber der Klang war gesättigt."
"Le produit est simple et abordable, mais fragile.",simplicité,positive,"Das Produkt ist einfach und erschwinglich, aber zerbrechlich."
"Le produit est simple et abordable, mais fragile.",solidité,negative,"Das Produkt ist einfach und erschwinglich, aber zerbrechlich."
"Le travail est motivant et varié, mais mal reconnu.",contenu,positive,"Die Arbeit ist motivierend und abwechslungsreich, aber wenig anerkannt."
"Le travail est motivant et varié, mais mal reconnu.",reconnaissance,negative,"Die Arbeit ist motivierend und abwechslungsreich, aber wenig anerkannt."
"La réunion était claire et structurée, mais inutilement longue.",structure,positive,"Das Treffen war klar und strukturiert, aber unnötig lang."
"La réunion était claire et structurée, mais inutilement longue.",durée,negative,"Das Treffen war klar und strukturiert, aber unnötig lang."
"Le film est esthétique et bien réalisé, mais sans profondeur.",visuel,positive,"Der Film ist ästhetisch und gut gemacht, aber ohne Tiefe."
"Le film est esthétique et bien réalisé, mais sans profondeur.",scénario,negative,"Der Film ist ästhetisch und gut gemacht, aber ohne Tiefe."
"Le site est lisible et bien organisé, mais lent au chargement.",lisibilité,positive,"Die Seite ist gut lesbar und gut organisiert, lädt jedoch langsam."
"Le site est lisible et bien organisé, mais lent au chargement.",chargement,negative,"Die Seite ist gut lesbar und gut organisiert, lädt jedoch langsam."
"Le cours est logique et progressif, mais monotone.",organisation,positive,"Der Kurs ist logisch und fortschrittlich, aber eintönig."
"Le cours est logique et progressif, mais monotone.",dynamisme,negative,"Der Kurs ist logisch und fortschrittlich, aber eintönig."
"Le service est aimable et disponible, mais désorganisé.",accueil,positive,"Der Service ist freundlich und verfügbar, aber unorganisiert."
"Le service est aimable et disponible, mais désorganisé.",organisation,negative,"Der Service ist freundlich und verfügbar, aber unorganisiert."
"Le projet est ambitieux et structurant, mais sous-financé.",ambition,positive,"Das Projekt ist ehrgeizig und strukturierend, aber unterfinanziert."
"Le projet est ambitieux et structurant, mais sous-financé.",financement,negative,"Das Projekt ist ehrgeizig und strukturierend, aber unterfinanziert."
"La ville est vivante et culturelle, mais stressante.",culture,positive,"Die Stadt ist lebendig und kulturell, aber auch stressig."
"La ville est vivante et culturelle, mais stressante.",stress,negative,"Die Stadt ist lebendig und kulturell, aber auch stressig."
"Le restaurant est chaleureux et accueillant, mais lent.",ambiance,positive,"Das Restaurant ist warm und einladend, aber langsam."
"Le restaurant est chaleureux et accueillant, mais lent.",service,negative,"Das Restaurant ist warm und einladend, aber langsam."
"L’application est fluide et moderne, mais peu sécurisée.",performance,positive,"Die Anwendung ist flüssig und modern, aber nicht sehr sicher."
"L’application est fluide et moderne, mais peu sécurisée.",sécurité,negative,"Die Anwendung ist flüssig und modern, aber nicht sehr sicher."
"Le film est divertissant et rythmé, mais prévisible.",divertissement,positive,"Der Film ist unterhaltsam und temporeich, aber vorhersehbar."
"Le film est divertissant et rythmé, mais prévisible.",originalité,negative,"Der Film ist unterhaltsam und temporeich, aber vorhersehbar."
"Le service est professionnel et sérieux, mais froid.",professionnalisme,positive,"Der Service ist professionell und seriös, aber kalt."
"Le service est professionnel et sérieux, mais froid.",chaleur humaine,negative,"Der Service ist professionell und seriös, aber kalt."
"Le voyage était confortable et bien planifié, mais trop encadré.",confort,positive,"Die Reise war komfortabel und gut geplant, aber zu beaufsichtigt."
"Le voyage était confortable et bien planifié, mais trop encadré.",liberté,negative,"Die Reise war komfortabel und gut geplant, aber zu beaufsichtigt."
"Le jeu est fluide et réactif, mais pauvre en contenu.",performance,positive,"Das Spiel ist flüssig und reaktionsschnell, aber inhaltlich dürftig."
"Le jeu est fluide et réactif, mais pauvre en contenu.",contenu,negative,"Das Spiel ist flüssig und reaktionsschnell, aber inhaltlich dürftig."
"Le bar est bien situé et agréable, mais cher.",emplacement,positive,"Die Bar ist gut gelegen und angenehm, aber teuer."
"Le bar est bien situé et agréable, mais cher.",prix,negative,"Die Bar ist gut gelegen und angenehm, aber teuer."
"Le cours est captivant et bien illustré, mais mal évalué.",pédagogie,positive,"Der Kurs ist fesselnd und gut illustriert, aber schlecht bewertet."
"Le cours est captivant et bien illustré, mais mal évalué.",évaluation,negative,"Der Kurs ist fesselnd und gut illustriert, aber schlecht bewertet."
"Le logiciel est complet et fiable, mais complexe.",fonctionnalités,positive,"Die Software ist vollständig und zuverlässig, aber komplex."
"Le logiciel est complet et fiable, mais complexe.",prise en main,negative,"Die Software ist vollständig und zuverlässig, aber komplex."
"La soirée était festive et conviviale, mais trop courte.",ambiance,positive,"Der Abend war festlich und freundlich, aber zu kurz."
"La soirée était festive et conviviale, mais trop courte.",durée,negative,"Der Abend war festlich und freundlich, aber zu kurz."
"Le site est sécurisé et robuste, mais peu intuitif.",sécurité,positive,"Die Website ist sicher und robust, aber nicht sehr intuitiv."
"Le site est sécurisé et robuste, mais peu intuitif.",ergonomie,negative,"Die Website ist sicher und robust, aber nicht sehr intuitiv."
"Le travail est stable et bien organisé, mais répétitif.",stabilité,positive,"Die Arbeit ist stabil und gut organisiert, aber repetitiv."
"Le travail est stable et bien organisé, mais répétitif.",variété,negative,"Die Arbeit ist stabil und gut organisiert, aber repetitiv."
"Le produit est soigné et esthétique, mais peu durable.",finition,positive,"Das Produkt ist ordentlich und ästhetisch, aber nicht sehr langlebig."
"Le produit est soigné et esthétique, mais peu durable.",durabilité,negative,"Das Produkt ist ordentlich und ästhetisch, aber nicht sehr langlebig."
"La ville est charmante et historique, mais mal connectée.",charme,positive,"Die Stadt ist charmant und historisch, aber schlecht angebunden."
"La ville est charmante et historique, mais mal connectée.",connectivité,negative,"Die Stadt ist charmant und historisch, aber schlecht angebunden."
"Le service client est aimable et patient, mais inefficace.",amabilité,positive,"Der Kundenservice ist freundlich und geduldig, aber ineffektiv."
"Le service client est aimable et patient, mais inefficace.",résolution,negative,"Der Kundenservice ist freundlich und geduldig, aber ineffektiv."
"Le film est émouvant et sincère, mais s’étire trop.",émotion,positive,"Der Film ist bewegend und aufrichtig, aber zu sehr in die Länge gezogen."
"Le film est émouvant et sincère, mais s’étire trop.",rythme,negative,"Der Film ist bewegend und aufrichtig, aber zu sehr in die Länge gezogen."
"La formation est claire et accessible, mais trop superficielle.",clarté,positive,"Das Training ist klar und zugänglich, aber zu oberflächlich."
"La formation est claire et accessible, mais trop superficielle.",profondeur,negative,"Das Training ist klar und zugänglich, aber zu oberflächlich."
"Le restaurant est populaire et bien placé, mais bruyant.",emplacement,positive,"Das Restaurant ist beliebt und gut gelegen, aber laut."
"Le restaurant est populaire et bien placé, mais bruyant.",bruit,negative,"Das Restaurant ist beliebt und gut gelegen, aber laut."
"Le projet est cohérent et structuré, mais peu créatif.",structure,positive,"Das Projekt ist schlüssig und strukturiert, aber nicht sehr kreativ."
"Le projet est cohérent et structuré, mais peu créatif.",créativité,negative,"Das Projekt ist schlüssig und strukturiert, aber nicht sehr kreativ."
"L’application est rapide et efficace, mais instable.",vitesse,positive,"Die Anwendung ist schnell und effizient, aber instabil."
"L’application est rapide et efficace, mais instable.",stabilité,negative,"Die Anwendung ist schnell und effizient, aber instabil."
"Le cours est complet et rigoureux, mais exigeant.",rigueur,positive,"Der Kurs ist umfassend und anspruchsvoll, aber anspruchsvoll."
"Le cours est complet et rigoureux, mais exigeant.",difficulté,negative,"Der Kurs ist umfassend und anspruchsvoll, aber anspruchsvoll."
"Le produit est robuste et fiable, mais encombrant.",fiabilité,positive,"Das Produkt ist robust und zuverlässig, aber sperrig."
"Le produit est robuste et fiable, mais encombrant.",poids,negative,"Das Produkt ist robust und zuverlässig, aber sperrig."
"Le bar est original et chaleureux, mais mal organisé.",originalité,positive,"Die Bar ist originell und warm, aber schlecht organisiert."
"Le bar est original et chaleureux, mais mal organisé.",organisation,negative,"Die Bar ist originell und warm, aber schlecht organisiert."
"Le site est clair et informatif, mais daté.",information,positive,"Die Seite ist klar und informativ, aber veraltet."
"Le site est clair et informatif, mais daté.",modernité,negative,"Die Seite ist klar und informativ, aber veraltet."
"Le travail est enrichissant et stimulant, mais instable.",intérêt,positive,"Die Arbeit ist lohnend und herausfordernd, aber instabil."
"Le travail est enrichissant et stimulant, mais instable.",sécurité,negative,"Die Arbeit ist lohnend und herausfordernd, aber instabil."
"Le film est visuellement impressionnant, mais confus.",visuel,positive,"Der Film ist visuell beeindruckend, aber verwirrend."
"Le film est visuellement impressionnant, mais confus.",clarté du récit,negative,"Der Film ist visuell beeindruckend, aber verwirrend."
"Le cours est interactif et participatif, mais mal structuré.",interaction,positive,"Der Kurs ist interaktiv und partizipativ, aber schlecht strukturiert."
"Le cours est interactif et participatif, mais mal structuré.",structure,negative,"Der Kurs ist interaktiv und partizipativ, aber schlecht strukturiert."
"Le service est disponible et flexible, mais lent.",disponibilité,positive,"Der Service ist verfügbar und flexibel, aber langsam."
"Le service est disponible et flexible, mais lent.",vitesse,negative,"Der Service ist verfügbar und flexibel, aber langsam."
"Le projet est innovant et audacieux, mais risqué.",innovation,positive,"Das Projekt ist innovativ und gewagt, aber riskant."
"Le projet est innovant et audacieux, mais risqué.",fiabilité,negative,"Das Projekt ist innovativ und gewagt, aber riskant."
"La ville est verte et agréable, mais peu animée.",environnement,positive,"Die Stadt ist grün und angenehm, aber nicht sehr lebhaft."
"La ville est verte et agréable, mais peu animée.",animation,negative,"Die Stadt ist grün und angenehm, aber nicht sehr lebhaft."
"Le restaurant est rapide et efficace, mais impersonnel.",rapidité,positive,"Das Restaurant ist schnell und effizient, aber unpersönlich."
"Le restaurant est rapide et efficace, mais impersonnel.",relation client,negative,"Das Restaurant ist schnell und effizient, aber unpersönlich."
"L’application est pratique et fonctionnelle, mais austère.",utilité,positive,"Die Anwendung ist praktisch und funktional, aber streng."
"L’application est pratique et fonctionnelle, mais austère.",design,negative,"Die Anwendung ist praktisch und funktional, aber streng."
"Le film est drôle et léger, mais sans profondeur.",humour,positive,"Der Film ist lustig und leicht, aber ohne Tiefe."
"Le film est drôle et léger, mais sans profondeur.",contenu,negative,"Der Film ist lustig und leicht, aber ohne Tiefe."
"Le service est constant et fiable, mais peu flexible.",fiabilité,positive,"Der Service ist konsistent und zuverlässig, aber nicht sehr flexibel."
"Le service est constant et fiable, mais peu flexible.",flexibilité,negative,"Der Service ist konsistent und zuverlässig, aber nicht sehr flexibel."
"Le voyage était confortable et fluide, mais sans surprise.",confort,positive,"Die Reise verlief angenehm und reibungslos, aber ohne Überraschungen."
"Le voyage était confortable et fluide, mais sans surprise.",originalité,negative,"Die Reise verlief angenehm und reibungslos, aber ohne Überraschungen."
"Le jeu est beau et immersif, mais trop court.",graphismes,positive,"Das Spiel ist schön und fesselnd, aber zu kurz."
"Le jeu est beau et immersif, mais trop court.",durée,negative,"Das Spiel ist schön und fesselnd, aber zu kurz."
"Le bar est convivial et animé, mais mal insonorisé.",ambiance,positive,"Die Bar ist freundlich und lebhaft, aber schlecht schallisoliert."
"Le bar est convivial et animé, mais mal insonorisé.",insonorisation,negative,"Die Bar ist freundlich und lebhaft, aber schlecht schallisoliert."
"Le cours est clair et pédagogique, mais trop lent.",pédagogie,positive,"Der Kurs ist klar und lehrreich, aber zu langsam."
"Le cours est clair et pédagogique, mais trop lent.",rythme,negative,"Der Kurs ist klar und lehrreich, aber zu langsam."
"Le logiciel est stable et fiable, mais limité.",stabilité,positive,"Die Software ist stabil und zuverlässig, aber eingeschränkt."
"Le logiciel est stable et fiable, mais limité.",fonctionnalités,negative,"Die Software ist stabil und zuverlässig, aber eingeschränkt."
"La soirée était chaleureuse et détendue, mais désorganisée.",ambiance,positive,"Der Abend war warm und entspannt, aber unorganisiert."
"La soirée était chaleureuse et détendue, mais désorganisée.",organisation,negative,"Der Abend war warm und entspannt, aber unorganisiert."
"Le site est moderne et attractif, mais peu accessible.",design,positive,"Die Seite ist modern und attraktiv, aber nicht sehr gut zugänglich."
"Le site est moderne et attractif, mais peu accessible.",accessibilité,negative,"Die Seite ist modern und attraktiv, aber nicht sehr gut zugänglich."
"Le travail est encadré et structuré, mais peu autonome.",encadrement,positive,"Die Arbeit ist überwacht und strukturiert, aber nicht sehr autonom."
"Le travail est encadré et structuré, mais peu autonome.",autonomie,negative,"Die Arbeit ist überwacht und strukturiert, aber nicht sehr autonom."
"Le produit est innovant et séduisant, mais fragile.",innovation,positive,"Das Produkt ist innovativ und attraktiv, aber fragil."
"Le produit est innovant et séduisant, mais fragile.",solidité,negative,"Das Produkt ist innovativ und attraktiv, aber fragil."
"La ville est accueillante et agréable, mais chère.",qualité de vie,positive,"Die Stadt ist einladend und angenehm, aber teuer."
"La ville est accueillante et agréable, mais chère.",coût,negative,"Die Stadt ist einladend und angenehm, aber teuer."
"Le service client est disponible et aimable, mais inefficace.",disponibilité,positive,"Der Kundenservice ist verfügbar und freundlich, aber ineffektiv."
"Le service client est disponible et aimable, mais inefficace.",efficacité,negative,"Der Kundenservice ist verfügbar und freundlich, aber ineffektiv."
"Le film est captivant et bien monté, mais prévisible.",montage,positive,"Der Film ist fesselnd und gut gemacht, aber vorhersehbar."
"Le film est captivant et bien monté, mais prévisible.",surprise,negative,"Der Film ist fesselnd und gut gemacht, aber vorhersehbar."
"La formation est claire et progressive, mais trop courte.",progression,positive,"Das Training ist klar und progressiv, aber zu kurz."
"La formation est claire et progressive, mais trop courte.",durée,negative,"Das Training ist klar und progressiv, aber zu kurz."
"Le restaurant est élégant et soigné, mais lent.",cadre,positive,"Das Restaurant ist elegant und ordentlich, aber langsam."
"Le restaurant est élégant et soigné, mais lent.",service,negative,"Das Restaurant ist elegant und ordentlich, aber langsam."
"Le projet est ambitieux et fédérateur, mais mal coordonné.",ambition,positive,"Das Projekt ist ehrgeizig und vereinend, aber schlecht koordiniert."
"Le projet est ambitieux et fédérateur, mais mal coordonné.",coordination,negative,"Das Projekt ist ehrgeizig und vereinend, aber schlecht koordiniert."
"L’application est rapide et intuitive, mais instable.",ergonomie,positive,"Die App ist schnell und intuitiv, aber instabil."
"L’application est rapide et intuitive, mais instable.",stabilité,negative,"Die App ist schnell und intuitiv, aber instabil."
"Le cours est structuré et logique, mais trop dense.",organisation,positive,"Der Kurs ist strukturiert und logisch, aber zu dicht."
"Le cours est structuré et logique, mais trop dense.",densité,negative,"Der Kurs ist strukturiert und logisch, aber zu dicht."
"Le produit est fiable et performant, mais bruyant.",performance,positive,"Das Produkt ist zuverlässig und effizient, aber laut."
"Le produit est fiable et performant, mais bruyant.",bruit,negative,"Das Produkt ist zuverlässig und effizient, aber laut."
"Franchement le bar est super agréable quand tu arrives, l’ambiance est détendue, la musique est bien choisie et tu te sens à l’aise tout de suite, mais dès que tu commandes tu te rends compte que le service est lent et qu’on t’oublie facilement.",ambiance,positive,"Ehrlich gesagt ist die Bar bei Ankunft super angenehm, die Atmosphäre ist entspannt, die Musik ist gut ausgewählt und man fühlt sich sofort wohl, aber sobald man bestellt, merkt man, dass der Service langsam ist und man schnell vergessen wird."
"Franchement le bar est super agréable quand tu arrives, l’ambiance est détendue, la musique est bien choisie et tu te sens à l’aise tout de suite, mais dès que tu commandes tu te rends compte que le service est lent et qu’on t’oublie facilement.",service,negative,"Ehrlich gesagt ist die Bar bei Ankunft super angenehm, die Atmosphäre ist entspannt, die Musik ist gut ausgewählt und man fühlt sich sofort wohl, aber sobald man bestellt, merkt man, dass der Service langsam ist und man schnell vergessen wird."
"Le cours est vraiment clair du début à la fin, le prof structure bien ses idées, prend le temps de répondre aux questions et donne des exemples parlants, mais au moment des examens on a l’impression que rien ne correspond au contenu vu en classe.",pédagogie,positive,"Der Kurs ist von Anfang bis Ende wirklich klar, der Lehrer strukturiert seine Ideen gut, nimmt sich die Zeit, Fragen zu beantworten und gibt aussagekräftige Beispiele, aber in der Prüfungszeit haben wir den Eindruck, dass nichts mit den im Unterricht gesehenen Inhalten übereinstimmt."
"Le cours est vraiment clair du début à la fin, le prof structure bien ses idées, prend le temps de répondre aux questions et donne des exemples parlants, mais au moment des examens on a l’impression que rien ne correspond au contenu vu en classe.",évaluation,negative,"Der Kurs ist von Anfang bis Ende wirklich klar, der Lehrer strukturiert seine Ideen gut, nimmt sich die Zeit, Fragen zu beantworten und gibt aussagekräftige Beispiele, aber in der Prüfungszeit haben wir den Eindruck, dass nichts mit den im Unterricht gesehenen Inhalten übereinstimmt."
"Le téléphone est super fluide au quotidien, les applications s’ouvrent vite, l’écran est agréable et tout semble réactif, mais dès que tu t’en sers un peu longtemps tu vois que la batterie fond et que tu dois toujours avoir un chargeur.",performance,positive,"Das Telefon ist im Alltag super flüssig, Anwendungen öffnen sich schnell, der Bildschirm ist angenehm und alles scheint reaktionsfähig zu sein, aber sobald man es eine Weile benutzt, merkt man, dass der Akku schmilzt und man immer ein Ladegerät haben muss."
"Le téléphone est super fluide au quotidien, les applications s’ouvrent vite, l’écran est agréable et tout semble réactif, mais dès que tu t’en sers un peu longtemps tu vois que la batterie fond et que tu dois toujours avoir un chargeur.",batterie,negative,"Das Telefon ist im Alltag super flüssig, Anwendungen öffnen sich schnell, der Bildschirm ist angenehm und alles scheint reaktionsfähig zu sein, aber sobald man es eine Weile benutzt, merkt man, dass der Akku schmilzt und man immer ein Ladegerät haben muss."
"Le restaurant donne une super première impression, la salle est chaleureuse, la déco est soignée et on se sent bien installé, mais une fois les plats arrivés tu te rends compte que les saveurs sont assez fades et que ça manque clairement de caractère.",décoration,positive,"Das Restaurant macht einen großartigen ersten Eindruck, der Raum ist warm, die Einrichtung ist ordentlich und man fühlt sich wohl, aber sobald die Gerichte ankommen, merkt man, dass die Aromen ziemlich langweilig sind und dass es eindeutig an Charakter mangelt."
"Le restaurant donne une super première impression, la salle est chaleureuse, la déco est soignée et on se sent bien installé, mais une fois les plats arrivés tu te rends compte que les saveurs sont assez fades et que ça manque clairement de caractère.",qualité des plats,negative,"Das Restaurant macht einen großartigen ersten Eindruck, der Raum ist warm, die Einrichtung ist ordentlich und man fühlt sich wohl, aber sobald die Gerichte ankommen, merkt man, dass die Aromen ziemlich langweilig sind und dass es eindeutig an Charakter mangelt."
"Le projet est vraiment pertinent sur le papier, l’idée est bien pensée, le cadre est clair et tout le monde voit l’intérêt, mais quand on regarde de près l’exécution on sent que c’est bâclé et que beaucoup de détails n’ont pas été travaillés.",cadrage,positive,"Das Projekt ist auf dem Papier wirklich relevant, die Idee ist gut durchdacht, der Rahmen ist klar und jeder sieht den Nutzen, aber wenn wir uns die Ausführung genau ansehen, haben wir das Gefühl, dass sie schlampig ist und an vielen Details nicht gearbeitet wurde."
"Le projet est vraiment pertinent sur le papier, l’idée est bien pensée, le cadre est clair et tout le monde voit l’intérêt, mais quand on regarde de près l’exécution on sent que c’est bâclé et que beaucoup de détails n’ont pas été travaillés.",exécution,negative,"Das Projekt ist auf dem Papier wirklich relevant, die Idee ist gut durchdacht, der Rahmen ist klar und jeder sieht den Nutzen, aber wenn wir uns die Ausführung genau ansehen, haben wir das Gefühl, dass sie schlampig ist und an vielen Details nicht gearbeitet wurde."
"La ville est franchement agréable à vivre, il y a de beaux quartiers, une vraie vie culturelle et toujours quelque chose à faire le soir, mais au quotidien la circulation est un enfer et perdre une heure dans les embouteillages devient vite épuisant.",qualité de vie,positive,"Ehrlich gesagt ist die Stadt angenehm zum Leben, es gibt schöne Viertel, ein echtes Kulturleben und abends gibt es immer etwas zu tun, aber im Alltag ist der Verkehr die Hölle und eine Stunde im Stau zu verlieren, wird schnell anstrengend."
"La ville est franchement agréable à vivre, il y a de beaux quartiers, une vraie vie culturelle et toujours quelque chose à faire le soir, mais au quotidien la circulation est un enfer et perdre une heure dans les embouteillages devient vite épuisant.",circulation,negative,"Ehrlich gesagt ist die Stadt angenehm zum Leben, es gibt schöne Viertel, ein echtes Kulturleben und abends gibt es immer etwas zu tun, aber im Alltag ist der Verkehr die Hölle und eine Stunde im Stau zu verlieren, wird schnell anstrengend."
"L’équipe est vraiment soudée, l’ambiance est bonne, on se soutient entre collègues et on a l’impression de travailler avec des gens motivés, mais dès qu’il faut faire passer une information importante la communication devient chaotique et personne n’est aligné.",cohésion,positive,"Das Team ist wirklich einig, die Atmosphäre ist gut, wir unterstützen uns gegenseitig unter den Kollegen und wir haben den Eindruck, mit motivierten Menschen zusammenzuarbeiten, aber sobald wichtige Informationen vermittelt werden müssen, wird die Kommunikation chaotisch und niemand ist auf einer Linie."
"L’équipe est vraiment soudée, l’ambiance est bonne, on se soutient entre collègues et on a l’impression de travailler avec des gens motivés, mais dès qu’il faut faire passer une information importante la communication devient chaotique et personne n’est aligné.",communication,negative,"Das Team ist wirklich einig, die Atmosphäre ist gut, wir unterstützen uns gegenseitig unter den Kollegen und wir haben den Eindruck, mit motivierten Menschen zusammenzuarbeiten, aber sobald wichtige Informationen vermittelt werden müssen, wird die Kommunikation chaotisch und niemand ist auf einer Linie."
"Le site est agréable à parcourir, tout est bien organisé, on trouve facilement ce qu’on cherche et la navigation est intuitive, mais il suffit de cliquer un peu trop vite pour que tout se mette à buguer et que la page se recharge sans raison.",ergonomie,positive,"Die Seite lässt sich angenehm durchstöbern, alles ist gut organisiert, man kann leicht finden, was man sucht und die Navigation ist intuitiv, aber man muss nur etwas zu schnell klicken und alles fängt an zu stolpern und die Seite wird ohne Grund neu geladen."
"Le site est agréable à parcourir, tout est bien organisé, on trouve facilement ce qu’on cherche et la navigation est intuitive, mais il suffit de cliquer un peu trop vite pour que tout se mette à buguer et que la page se recharge sans raison.",stabilité,negative,"Die Seite lässt sich angenehm durchstöbern, alles ist gut organisiert, man kann leicht finden, was man sucht und die Navigation ist intuitiv, aber man muss nur etwas zu schnell klicken und alles fängt an zu stolpern und die Seite wird ohne Grund neu geladen."
"Le film est porté par des acteurs vraiment convaincants, certaines scènes sont touchantes et on se laisse facilement prendre par l’histoire, mais au bout d’un moment le rythme retombe et on sent que le scénario tourne un peu en rond.",jeu d’acteurs,positive,"Der Film wird von wirklich überzeugenden Schauspielern getragen, einige Szenen sind berührend und man lässt sich leicht in die Geschichte verwickeln, doch nach einer Weile lässt das Tempo nach und wir haben das Gefühl, dass sich das Szenario ein wenig im Kreis dreht."
"Le film est porté par des acteurs vraiment convaincants, certaines scènes sont touchantes et on se laisse facilement prendre par l’histoire, mais au bout d’un moment le rythme retombe et on sent que le scénario tourne un peu en rond.",rythme,negative,"Der Film wird von wirklich überzeugenden Schauspielern getragen, einige Szenen sind berührend und man lässt sich leicht in die Geschichte verwickeln, doch nach einer Weile lässt das Tempo nach und wir haben das Gefühl, dass sich das Szenario ein wenig im Kreis dreht."
